Id,Label
1161,JOHN McCORMICK
1162,CHARLES W. TANDY
1163,"JAMES WEIR, JR."
1164,A.S. FRISSELL
1165,FRANK DEAN
1166,B.H. FANCHER
1167,JOHN B. DUTCHER
1168,"EDWARD H. PERKINS, JR."
1169,JAMES R. PLUM
1170,EDWARD A. PRICE
1171,RUSSELL SAGE
1172,CHARLES STEWART SMITH
1173,GARDINER WETHERBEE
1174,LEVI P. MORTON
1175,WILLIAM D. SLOANE
1176,CECIL D. LANDALE
1177,HERBERT H. SWASEY
1178,JAMES M. PRATT
1179,E.J. BERWIND
1180,CHAUNCEY M. DEPEW
1181,C.D. DICKEY
1182,ELBRIDGE T. GERRY
1183,J.C. HENDRIX
1184,FRANK TILFORD
1185,WILLIAM C. WHITNEY
1186,S. KELLY
1187,R.B. KELLY
1188,A. THOMPSON
1189,JOHN BYRNS
1190,JAMES EVERARD
1191,H.F. HUNTCHINSON
1192,WILLIAM N. ROBERTSON
1193,WILLIAM H. SEALCH
1194,DANIEL D. WYLIE
1195,JOHN G. JENKINS
1196,W.A. FIELD
1197,I. HAMBURGER
1198,JOHN J. COONEY
1199,MARSHALL S. DRIGGS
1200,JOSEPH HUBER
1201,THEODORE F. JACKSON
1202,FRANK JENKINS
1203,MORTIMER L. REYNOLDS
1204,JOHN W. WEBER
1205,CHAUNCEY BEDELL
1206,CARROLL F. NORTON
1207,THEODORE A. CARMAN
1208,FREDERICK INGRAHAM
1209,SIDNEY DILLION RIPLEY
1210,C.H. INGALLS
1211,J.F. EMMONS
1212,THEODORE H. SPRATT
1213,C.T. BARRETT
1214,ABRAM COLE
1215,"LOUIS DEJONGE, JR."
1216,E.A. DE LIMA
1217,C.C. EDDY
1218,KINTZING P. EMMONS
1219,EBERHARD FABER
1220,C.E. GRIFFITH
1221,JACOB I. HOUSMAN
1222,S.F. RAWSON
1223,F.L. RODEWALD
1224,JOHN WESTBROOK
1225,ORRIN S. WOOD
1226,H.C. FAHNESTOCK
1227,C.H. STOUT
1228,C.D. BACKUS
1229,W.G. SNOW
1230,H. FAHNESTOCK
1231,"GEORGE F. BAKER, JR."
1232,D. WILLIS JAMES
1233,WILLIAM H. MOORE
1234,J.P. MORGAN
1235,WILLIAM BROWN
1236,JOHN Z. LOTT
1237,JOHN H. DITMAS
1238,GUSTAVE A. JAHN
1239,EDMUND D. FISHER
1240,HENRY D. LOTT
1241,GEORGE M. BOARDMAN
1242,POMEROY BURTON
1243,WARREN CRUIKSHANK
1244,HENRY B. DAVENPORT
1245,EDMUND H. DRIGGS
1246,GEORGE M. HENDERSON
1247,F.W. HOLMES
1248,G.W. MAYNARD
1249,GEORGE A. NEEDHAM
1250,LEWIS E. PIERSON
1251,A.W. SCHMIDT
1252,ALEXANDER C. SNYDER
1253,WALTER L. TYLER
1254,JOSEPH DYKES
1255,E.V.W. ROSSITER
1256,GEORGE POPLE
1257,W.H.D. NIMMO
1258,LEON BARDENHEUER
1259,G. HOWLAND LEAVITT
1260,J. HOWARD LEVER
1261,ISREAL J. MERRITT
1262,FRED P. MORRIS
1263,THOMAS F. TUOHY
1264,D.L. VAN NOSTRAND
1265,"CHARLES A. WILLETS, JR."
1266,R. ROSS APPLETON
1267,GEORGE F. VAIL
1268,JOHN F. CARROLL
1269,IRVING C. GAYLORD
1270,LOUIS V. ENNIS
1271,RICHARD I. BREWSTER
1272,FRANK N. DOUBLEDAY
1273,P. HENRY DUGRO
1274,JOHN J. GIBBONS
1275,EDWARD B. JORDAN
1276,"F.W. KINSMAN, JR."
1277,CHARLES W. MORSE
1278,ALFRED PEATS
1279,FRED B. SCHENCK
1280,FRANK SEAMAN
1281,MORRIS E. STERNE
1282,ALBERT TURNER
1283,C.H. PATTERSON
1284,D.O. UNDERHILL
1285,WILLIAM S. OPDYKE
1286,ROBERT W. STUART
1287,RICHARD T. WILSON
1288,ARCHIBALD TURNER
1289,JOHN D. ROBINSON
1290,JOHN S. SILLS
1291,WILLIAM G. CONKLIN
1292,W.F. DEXTER
1293,J. EDGAR LEAYCRAFT
1294,JAMES VAN DYCK CARD
1295,JOSEPH H. CHAPMAN
1296,W.G. CONKLIN
1297,STUART DUNCAN
1298,WELCOME G. HITCHCOCK
1299,BERNARD KARSCH
1300,WILSON M. POWELL
1301,HOWARD C. SMITH
1302,FRANCIS C. TRAVERS
1303,WILLIAM H. VAN KLEECK
1304,CHARLES A. WALKER
1305,GATES D. FAHNESTOCK
1306,"C. HADDEN, JR."
1307,CLINTON W. LUDLUM
1308,JOSEPH E. BROWN
1309,GEORGE M. COLT
1310,HENRY C. HULBERT
1311,A.A. LOW
1312,FREDERICK W. MOSS
1313,WILHELMUS MYNDERSE
1314,GEORGE M. OLCOTT
1315,EDWIN PACKARD
1316,H.E. PIERREPONT
1317,GEORGE H. PRENTISS
1318,THOMAS E. STILLMAN
1319,SAMUEL WOOLVERTON
1320,GEORGE E. LEWIS
1321,HENRY I. BARBEY
1322,THOMAS DENNY
1323,T. ALBEUS ADAMS
1324,HAMMOND M. SHELVE
1325,H.F. MEEHAN
1326,FRANK FROMMEL
1327,GEORGE HOTCHKISS
1328,P.H. KEAHON
1329,C.H. KIMBALL
1330,J.H. KILLOUGH
1331,EDWARD SWANN
1332,W.H. GELSHENEN
1333,JAMES McCUTCHEON
1334,R.W. POOR
1335,W.L. DOUGLASS
1336,HARRY F. MORSE
1337,MORGAN J. O'BRIEN
1338,CHARLES T. WILLS
1339,CASIMIR TAG
1340,SAMUEL M. SCHAFER
1341,J.F. FREDERICHS
1342,OSCAR DRESSLER
1343,ANTONIO GONZALEZ
1344,HARMON W. HENDRICKS
1345,HENRY R. KUNHARDT
1346,ROBERT REUTTER
1347,HENRY ROCHOLL
1348,ALFRED ROELKER
1349,ALBERT TAG
1350,EDWARD N. TAILER
1351,FREDERICK VON BERNUTH
1352,CHARLES A. ZOEBISCH
1353,M.J. ADRIAN
1354,B.G. AMEND
1355,CHARLES L. ADRIAN
1356,E.F. SWANBERG
1357,JOSEPH M. ADRIAN
1358,AUKE DOOPER
1359,SOLOMON MEHRBACH
1360,S. NIEWENHOUS
1361,THOMAS ROTHMANN
1362,JOSEPH SCHAEFFLER
1363,GEORGE STORM
1364,HENRY WEILER
1365,JULIUS W. BRUNN
1366,A. KOPPEL
1367,G.F. AMTHOR
1368,ADOLPH REPPERT
1369,FREDERICK PFAFF
1370,FRITZ ACHELIS
1371,HUBERT CILLIS
1372,CARL GOEPEL
1373,GEORGE GUDEWILL
1374,ADOLF KUTTROFF
1375,KARL MEISSNER
1376,OGDEN MILLS
1377,MAX A. MOSLE
1378,EDWARD C. SCHAEFER
1379,HUGO SCHUMANN
1380,ERNEST STEIGER
1381,REINHARD SIEDENBURG
1382,WILLIAM S. TOD
1383,R. VAN DER EMDE
1384,GEORGE F. VIETOR
1385,C.A. ZOEBISCH
1386,OSCAR F. ZOLLIKOFFER
1387,GEORGE S. BISHOP
1388,WILLIAM DICK
1389,THEOBALD ENGELHARDT
1390,JOHN L. GAUS
1391,J.A. MOLLENHAUER
1392,FREDERICK ROEMMELE
1393,BENJAMIN W. WILSON
1394,WILLIAM ZECHIEL
1395,HENRY W. SCHMIDT
1396,CHARLES A. KING
1397,LOFTIN LOVE
1398,T. HENRY COOK
1399,LOUIS P. BACH
1400,BERNHARD BEINECKE
1401,EDWARD BENNECHE
1402,DANIEL BRUBACHER
1403,OTTO M. EIDLITZ
1404,ASHBEL P. FITCH
1405,GUSTAV L. JAEGER
1406,GUSTAV LINDENMEYR
1407,HENRY E.G. LUYTIES
1408,GEORGE E. MOTT
1409,JOHN RHEINFRANK
1410,AUGUSTUS KURTH
1411,P.H. REPPENHAGEN
1412,FRED KOCH
1413,JULIUS LECHRENKRAUSS
1414,HERMAN LINS
1415,W. RASMUS
1416,JOHN G. STEENKEN
1417,WILLIAM D. VEEDER
1418,CHARLES J. OBERMAYER
1419,VAN MATER STILWELL
1420,THOMAS MURPHY
1421,LYNN H. SHANKS
1422,"MILO M. BELDING, JR."
1423,ALLAN BOWIE
1424,ALEXANDER G. CALDER
1425,CHARLES S. DEVOY
1426,MICHAEL FURST
1427,ALBERT C. HENCKEN
1428,JOHN HOAGLAND
1429,W.J. MAXWELL
1430,CHARLES RUSTON
1431,CHANNING STEBBINS
1432,W.F. VANDEN HOUTEN
1433,TIMOTHY PERRY
1434,E.A. WALKER
1435,ADRIAN MESEROLE
1436,R.J. WHITTEMORE
1437,PETER BURDEN
1438,NIKOLAS DROGE
1439,HENRY DUCKER
1440,JOHN D. FELTER
1441,L. JURGENS
1442,DONALD A. MANSON
1443,JAMES ROLLINS
1444,CHARLES REYNOLDS
1445,EPHRAIM A. WALKER
1446,JOHN S. McLEAN
1447,WILLIAM A. HAWES
1448,FRANK HAMMOND
1449,ALBERT G. BOGERT
1450,E.W. DURKEE
1451,S.A. McLEAN
1452,ALFRED P. SLOAN
1453,PETER A. WELCH
1454,JOHN WILSON
1455,B. OGDEN CHISOLM
1456,JAMES QUINLAN
1457,J. HAMPDEN ROBB
1458,JOHN A. STEWART
1460,ALFRED L. WHITE
1461,LUCIUS K. WILMERDING
1462,WALTER G. OAKMAN
1463,GEORGE R. TURNBULL
1464,HENRY A. MURRAY
1465,E.C. HUBBARD
1466,WILLIAM C. EDWARDS
1467,F.C. HARRIMAN
1468,JOHN GAULT
1469,R.C. NEWTON
1470,FREDERIC CROMWELL
1471,WALTER R. GILLETTE
1472,R. SOMERS HAYES
1473,ALEXANDER E. ORR
1474,HENRY H. ROGERS
1475,H. McK. TWOMBLY
1476,FREDERICK W. VANDERBILT
1477,HARRY PAYNE WHITNEY
1480,FREDERICK D. IVES
1481,JESSE C. JOY
1482,CYRUS CLARK
1483,MARTIN D. FINK
1484,WILLIAM S. GRAY
1485,JOHN J. LAPHAM
1486,BERNARD LOTH
1487,WILLIAM A. MARTIN
1488,EDWIN S. SCHENCK
1489,JOHN J. SPERRY
1490,JULIUS W. TIEMANN
1491,LUCIEN C. WARNER
1492,WILLIAM BERRI
1493,JOSEPH B. WHITE
1494,GEORGE HADDEN
1495,LUCIUS H. BIGLOW
1496,EZRA D. BUSHNELL
1497,WILLIAM H. DAVOL
1498,PATRICK H. FLYNN
1499,JOHN R. HEGEMAN
1500,W.C. HUMSTONE
1501,JOHN C. McGUIRE
1502,EUGENE F. O'CONNOR
1503,THOMAS E. PEARSALL
1504,TIMOTHY L. WOODRUFF
1505,JAMES T. WOODWARD
1506,WILLIAM LOGAN
1507,WILLIAM I. LIGHTHIPE
1508,ELMER E. WHITTAKER
1509,ALEXANDER D. CAMBELL
1510,HENRY R. CARSE
1511,WILLIAM BARBOUR
1512,MARTIN S. FECHHEIMER
1513,EDWARD KING
1514,CHARLES H. MARSHALL
1515,BENJAMIN PERKINS
1516,JOHN S. PHIPPS
1517,WILLIAM ROCKEFELLER
1518,ELIJAH P. SMITH
1519,JAMES HENRY SMITH
1520,CHARLES B. TOOKER
1521,MICHAEL DUFF
1522,T. CRAWFORD
1523,L. HOMER HART
1524,JOHN J. BELL
1525,WILLIAM H. CALDWELL
1526,THOMAS CRAWFORD
1527,GRANVILLE F. DAILEY
1528,GEORGE FENNELL
1529,AUGUSTUS GAREISS
1530,ISRAEL C. JONES
1531,WILLIAM B. REED
1532,WILLIAM SOMERVILLE
1533,WILLIAM E. TROTTER
1534,RICHARD WEBBER
1536,THOMAS KECK
1537,CLARENCE FOOTE
1538,S.P. MENDEL
1539,WILLIAM J. MOFFAT
1540,GEORGE F. PERKINS
1541,G.W. BUTTS
1542,H.V. MEEKS
1543,J.H.P. REILLY
1544,JAMES R. FERENS
1545,F.W. HILLE
1546,WILLIAM BRAUNSTEIN
1547,JOHN CLAFLIN
1548,R.E. GALBRAITH
1549,WILLIAM P. HAMILTON
1550,G.F. SAUER
1551,HAMILTON V. MEEKS
1552,AUGUSTUS A. RICH
1553,E.A. STEVENS
1554,E. TOWNSEND
1555,H.H. POWELL
1556,G.H. HULIN
1557,GEORGE H. BLISH
1558,JOHN ARBUCKLE
1559,HENRY R. ICKELHEIMER
1561,RANDOLPH W. TOWNSEND
1562,EDWARD VAN VOLKENBURGH
1563,ANTONY WALLACH
1564,FRANK M. HURLBUT
1565,EGERTON L. WINTHROP
1566,WILLIAM H. ROCKWOOD
1567,JOHN T. WEEKS
1568,EUGENE DELANO
1569,WILLIAM GREENOUGH
1570,CHESTER GRISWOLD
1571,WILLIAM DE FOREST HAYNES
1572,FRANK B. KEECH
1573,HEWLETT SCUDDER
1574,CHARLES G. THOMPSON
1575,ISAAC TOWNSEND
1576,FREDERIC S. WELLS
1577,EDWARD F. CRAGIN
1578,H. HARDY
1579,JOHN HUBBARD
1580,J.B. LEE
1581,JAMES W. ALEXANDER
1582,JULES S. BACHE
1583,J.M. CEBALLOS
1584,GEORGE CROCKER
1585,H.C. FRICK
1586,ABRAM S. HEWITT
1587,H.E. HUNTINGTON
1588,JOHN B. JACKSON
1589,LUTHER KOUNTZE
1590,HENRY S. MANNING
1591,JOHN J. McCOOK
1592,H.P. McINTOSH
1594,A.W. PAIGE
1595,H.S. ROGERS
1596,R.A.C. SMITH
1597,CHARLES H. FANCHER
1598,CHARLES F. MATTLAGE
1599,SAMUEL S. CONOVER
1600,BENJAMIN F. WERNER
1601,WILLIAM H. BERNARD
1602,JOHN W. CASTREE
1603,SAMUEL CROOKS
1604,WILLIAM C. DEMOREST
1605,SAMUEL B. DOWNES
1606,HENRY KROGER
1607,DANIEL P. MORSE
1608,JOHN W. NIX
1609,CHARLES REED
1610,W.H.B. TOTTEN
1611,"HAMPDEN E. TENER, JR."
1612,WILLIAM ZIEGLER
1613,FREDERICK MEYER
1614,G. BYRON LATIMER
1615,CHARLES D. BOSCHEN
1616,JAMES E. CARPENTER
1617,W.H. DUCKWORTH
1618,JOHN H. DYE
1619,GEORGE A. ELLIS
1620,MARTIN GERDES
1621,JOHN K. LASHER
1622,C.W. MILLER
1623,JOHN O. WILLIAMS
1624,J.N. FRANCOLINI
1625,D. SALADINO
1626,R.M. MARASCO
1627,J.J. SLEVIN
1628,P.I. SIMONELLI
1629,B.J. McCANN
1630,JOHN E. WAYLAND
1631,D. ABBATE
1632,A.C. ASTARITA
1633,EDWARD COLE
1634,VITO CONTESSA
1635,P. FRANCOLINI
1636,L.V. FUGAZY
1637,J.E. MARCH
1638,CELESTINO PIVA
1639,H. SCHNEPP
1640,G. TUOTI
1641,J.E. WAYLAND
1642,A. ZUCCA
1643,A. ZUCCHI
1644,GEORGE L. PECK
1645,J. TYLER WATTS
1646,MARTIN S. RAPELYE
1647,JOHN H. BRINCKERHOFF
1648,JOHN E. BACKUS
1649,CHARLES DOWNING
1650,WILLET C. DURLAND
1651,LEANDER B. FABER
1652,GEORGE K. MEYNEN
1653,HENRY A. MONFORT
1654,STEPHEN RYDER
1655,WILLIAM A. WARNOCK
1656,WILLIAM L. WOOD
1657,HERMAN BROESEL
1658,MAX RADT
1659,S. ROGGEMANN
1660,MAURICE BRILL
1661,H.L. CAMMANN
1662,RUDOLPH ERBSLOH
1663,"SAMUEL FLECK, JR."
1664,ELKAN HOLZMAN
1665,TRENOR L. PARK
1666,E.A. RICHARD
1667,S. SILBERMAN
1668,SAMUEL STASBOURGER
1669,MOSES VALENTINE
1670,O.M. DENTON
1671,HOWARD MAXWELL
1672,NORMAN S. DIKE
1673,CHARLES R. GAY
1674,LEONARD MOODY
1675,DAVID W. STEIN
1676,WYCKOFF VAN DERHOEF
1677,RICHARD D. WYCKOFF
1678,JAMES S. BEARNS
1679,HUBERT G. TAYLOR
1680,WILLIAM D. CHASE
1681,JOSEPH A. BURR
1682,JACOB HENTZ
1683,JOHN H. BRENNEN
1684,J. HENRY DICK
1685,THEODORE E. GREEN
1686,ALFRED HODGES
1687,GEORGE P. JACOBS
1688,THOMAS W. KILEY
1689,WILLIAM S. LIPTROTT
1690,JOHN LOUGHRAN
1691,EDWARD McGARVEY
1692,JOHN S. McKEON
1693,OTTO F. STRUSE
1694,CHRISTOPHER W. WILSON
1695,WILLIAM HARKNESS
1696,DANIEL W. McWILLIAMS
1697,HERMON MORRIS
1698,THOMAS BLAKE
1699,GEORGE V. BROWER
1700,A. ABRAHAM
1701,ROSWELL ELDRIDGE
1703,WHITMAN W. KENYON
1704,JOSEPH LEIBMANN
1705,LEWIS LUCKENBACH
1706,W.M. VAN ANDEN
1707,THOMAS F. WHITE
1708,JOHN J. WILLIAMS
1709,JOSEPH T. BROWN
1710,FREDERICK GORE KING
1711,JULIAN M. GERARD
1712,WILLIAM B. RANDALL
1713,JOSEPH S. AUERBACH
1714,AMZI L. BARBER
1715,I. TOWNSEND BURDEN
1716,HENRY F. DIMOCK
1717,CHARLES R. FLINT
1718,CHARLES W. GOULD
1719,JACOB HAYS
1720,A. FOSTER HIGGINS
1721,HARRY B. HOLLINS
1722,ALFRED B. MACLAY
1723,JOHN MAGEE
1724,HARRY W. McVICKAR
1725,HENRY A. MORGAN
1726,ANDREW H. SANDS
1727,CHARLES F. WATSON
1728,NICHOLAS F. PALMER
1729,"WILLIAM H. MACY, JR."
1730,GATES W. McGARRAH
1731,FRANK O. ROE
1732,WILLIAM M. KINGSLAND
1733,HENRY B. STOKES
1734,JOHN T. WILLETS
1735,HENRY P. DAVISON
1736,HENRY C. TINKER
1737,CHARLES W. RIECKS
1738,FREDERICK P. McGLYNN
1739,CHARLES G. EMERY
1740,T.A. GILLESPIE
1741,HENRY GRAVES
1742,ARTHUR F. LUKE
1743,CHARLES A. MOORE
1744,WILLIAM RUNKLE
1745,CHARLES H. WARREN
1746,THOMAS L. JAMES
1747,WILLIAM A. SIMONSON
1748,WILLIAM T. CORNELL
1749,TALCOTT C. VAN SANTVOORD
1750,CHARLES E. WARREN
1751,WILLIAM F. BOGERT
1752,MATTHEW C.D. BORDEN
1753,CHARLES C. CLARKE
1754,JAMES H. LEWIS
1755,CLINTON L. ROSSITER
1756,FREDERICK T. ALDRIDGE
1757,WILLARD P. SCHNCK
1758,HORATIO M. ADAMS
1759,CLINTON D. BURDICK
1760,"SEYMOUR L. HUSTED, JR."
1761,WILLIAM M. INGRAHAM
1762,SETH L. KEENEY
1763,JOSEPH BIRD
1764,FRANK G. STILES
1765,CONSTANT M. BIRD
1766,GEORGE BLAGDEN
1767,S.J. DRAKE
1768,BENJAMIN GRIFFEN
1769,"RICHARD LATHERS, JR."
1770,ROBERT A. McKIM
1771,GEORGE H. McLEAN
1772,BANJAMIN PERKINS
1773,E.S. RAPELLO
1774,EDWARD H. SCHELL
1775,J. WALTER SPALDING
1776,EDWARD A. WALTON
1777,JAMES E. WARE
1778,AMOS T. FRENCH
1779,JOHN KEAN
1780,W. NORTH DUANE
1781,CHARLES H. SMITH
1782,E.A. SKINNER
1783,F. DWIGHT
1784,FRANCIS R. APPLETON
1785,A.J. CASSATT
1786,R.J. CROSS
1787,RUDULPH ELLIS
1788,JOHN HOWARD LATHAM
1789,EDMUND D. RANDOLPH
1790,JAMES O. SHELDON
1791,R.T. WILSON
1792,WILLIAM F. GARRISON
1793,J.T. FOUNTAIN
1794,ANDREW D. BAIRD
1795,THOMAS S. COOPER
1796,GEORGE L. FOX
1797,BERNARD GALLEGHER
1798,JOHN H. SHULTS
1799,M.B. STREETER
1800,WILLIAM H. VOGEL
1801,LUR WINTJEN
1802,WILLIAM J. COOMBS
1803,FRANK L. SNIFFEN
1804,WILLIAM C. NESMITH
1805,FRANK BAILEY
1806,HENRY BATTERMAN
1807,EDWARD T. BEDFORD
1808,H.V.V. BRAMAN
1809,E. DWIGHT CHURCH
1810,CHARLES O. GATES
1811,H.B. HAIGH
1812,JOHN H. HANAN
1813,EDWARD HINMAN
1814,J. ADOLPH MOLLENHAUER
1815,JAMES L. MORGAN
1816,JAMES H. OLIPHANT
1817,JOHN C. ORR
1818,ROYAL C. PEABODY
1819,SILAS TUTTLE
1820,ALEXANDER GILBERT
1821,ROBERT BAYLES
1822,THOMAS J. STEVENS
1823,J.H. CARR
1824,JOSEPH C. BALDWIN
1825,HENRY W. BANKS
1826,EUGENE  G. BLACKFORD
1827,WILLIAM BROOKFIELD
1828,FREDERICK W. DEVOE
1829,EDWARD J. HALL
1830,LEOPOLD STERN
1831,ALDEN S. SWAN
1832,LEO SCHLESINGER
1833,ISAAC STIEBEL
1834,A.M. DEDERER
1835,ELIAS R. PECK
1836,THOMAS E. CRIMMINS
1837,MAX DANZIGER
1838,JACOB EMSHEIMER
1839,MYER FOSTER
1840,EUGENE GALLAND
1841,BENSON H. GOODMAN
1842,G.B.M. HARVEY
1843,AARON HECHT
1844,JOHN P. O'BRIEN
1845,WILLIAM K. RYAN
1846,CHARLES STRAUSS
1847,GEORGE W. WHITE
1848,CHARLES E. WHEELER
1849,WILLIAM BAYLIS
1850,DANIEL CHAUNCEY
1851,JACOB T.E. LITCHFIELD
1852,JAMES RAYMOND
1853,DANIEL D. WHITNEY
1854,ANDREW A. KNOWLES
1855,ROBERT W. GRAFF
1856,WILLIAM B. BOULTON
1857,HORACE E. GARTH
1858,LOWELL LINCOLN
1859,EDGAR L. MARSTON
1861,JAMES V. LOTT
1862,EMIL KLEIN
1863,WILLIAM C. BROWNING
1864,COURTLAND E. HASTINGS
1865,YALE KNEELAND
1866,EMANUEL LEHMAN
1867,JAMES E. NICHOLS
1868,AUGUSTUS G. PAINE
1869,GEORGE H. SARGENT
1870,"WILLIAM SKINNER, JR."
1871,ISAAC WALLACH
1872,JAMES M. WENTZ
1873,RICHARD H. WILLIAMS
1874,JOHN T. TERRY
1875,HENRY C. DEMING
1876,ALVIN W. KRECH
1877,ERNEST R. ADEE
1878,J.D. OSTRANDER
1879,WILLIAM C. POILLON
1880,HAROLD B. THORNE
1881,EDWARD D. ADAMS
1882,H.M. ALEXANDER
1883,OLIVER AMES
1885,CHARLES H. GODFREY
1886,GEORGE J. GOULD
1887,CLEMENT A. GRISCOM
1888,HENRY G. MARQUAND
1889,JAMES McCREERY
1890,MORTIMER L. SCHIFF
1891,JAMES STOKES
1892,ALFRED G. VANDERBILT
1893,LOUIS BEER
1894,H.D. JOHNSON
1895,JOHN AUER
1896,JACOB BLANK
1897,W.V. BURROUGHS
1898,THOMAS F. BYRNES
1899,D.J. CREEM
1900,S. EISENBACH
1901,P.H. FLYNN
1902,S.B. KRAUS
1903,N. LEVY
1904,JACOB MEURER
1905,J.M. OTTO
1906,RICHARD SHANNON
1907,GEORGE STRAUB
1908,ERNST STUTZ
1909,A. VIGELIUS
1910,JOSEPH WAGNER
1911,JACOB WILLMAN
1912,PHINEAS C. LOUNSBURY
1913,ALLEN S. APGAR
1914,EDWARD V. GAMBIER
1915,LYMAN BROWN
1916,GILBERT H. JOHNSON
1917,JAMES G. POWERS
1918,EDWARD W. SCOTT
1919,JOSEPH THOMPSON
1920,ELBERT A. BRINCKERHOFF
1921,WILLIAM B.T. KEYSER
1922,SAMUEL S. CAMPBELL
1924,ORRIS K. ELDREDGE
1925,EDWARD HOLBROOK
1926,DONALD MACKAY
1927,GUSTAV H. SCHWAB
1928,JAMES E. REYNOLDS
1929,JOHN B. GRANT
1930,F.P. DAVIS
1931,LEO H. McCALL
1932,C.L. BAUSHER
1933,GEORGE C. CLARKE
1934,HENRY D. COOPER
1935,G.E. FISHER
1936,JOHN U. FRALEY
1937,E. HAWLEY
1938,CHARLES W. JONES
1939,JOSEPH R. QUINBY
1940,FRANK C. TRAVERS
1941,JONATHAN B. CURREY
1942,AUGUSTUS S. HUTCHINS
1943,WILLIAM SHERER
1944,EDWARD SHERER
1945,CHARLES H. ADAMS
1946,ROBERT D. ANDREWS
1947,CHARLES P. EMMONS
1948,WALDO HUTCHINS
1949,GROVE P. MITCHELL
1950,WILLIS S. PAINE
1951,AUGUSTUS H. SANDS
1952,AUGUSTUS K. SLOAN
1953,JOHN S. SPENCER
1954,"EDWARD H. SWAN, JR."
1955,JAMES TURNER
1956,BRAYTON IVES
1957,BEVERLY CHEW
1958,"ALEXANDER S. WEBB, JR."
1959,BERTRAM CRUGER
1960,HEBER R. BISHOP
1961,WILLIAM L. BULL
1962,ALBERT C. CASE
1963,HALEY FISKE
1964,ROBERT HOE
1965,MORRIS K. JESUP
1966,BRADLEY MARTIN
1967,RICHARD MORTIMER
1968,DUDLEY OLCOTT
1969,H.C. PERKINS
1970,NORMAN B. REAM
1971,WILLIAM H. TILLINGHAST
1972,GEORGE HENRY WARREN
1973,THOMAS F. RYAN
1974,JAMES K. CORBIERE
1975,H.M. FRANCIS
1976,EUGENE E. VARET
1977,G.L. WILLMERDING
1978,CHARLES A. CONANT
1979,H.B. BERRY
1980,JAMES B. DUKE
1981,HENRY M. FLAGLER
1982,WALTER S. JOHNSTON
1983,JOSEPH LAROCQUE
1985,GEORGE FOSTER PEABODY
1986,ELIHU ROOT
1987,LOUIS M. SCHWAN
1988,F.W. LIVERMORE
1989,ALBERT H. WIGGIN
1990,LINDLEY H. HILL
1991,FREDERICK M. SPENCER
1992,WILLIAM H. CROCKER
1993,WILLIAM MORTON GRINNELL
1994,EDMOND H. HAMILTON
1995,GEORGE S. HART
1996,EDWARD C. HOYT
1997,EDWARD H. LANDON
1998,FREDERICK W. LIVERMORE
1999,JOHN McQUADE
2000,THOMAS H. NEWMAN
2001,W. ROCKHILL POTTS
2002,AARON S. THOMAS
2003,THOMAS L. WATT
2004,JAMES McCLENAHAN
2005,GEORGE WILEY
2006,WALTER WESTERVELT
2007,WILLIAM B. KRUG
2008,THOMAS J. BRADY
2009,AARON BUCHSBAUM
2010,JAMES BUTLER
2011,ROBERT GORDON
2012,A.P.W. KINNAN
2013,EUGENE C. LUDIN
2014,C.W. LUYSTER
2016,WILIAM G. McCREA
2017,STEPHEN McPARTLAND
2018,"WILLIAM SPERB, JR."
2019,JAMES THOMSON
2020,RICHARD S. TREACEY
2021,WILLIAM VON TWISTERN
2022,JOHN P. WINDOLPH
2023,GEORGE R. READ
2024,WHITELAW REID
2025,F.G. INGERSOLL
2026,JOHN LEONARD
2027,W.B. DICKERMAN
2028,JOHN I. DOWNEY
2029,R.P. LOUNSBERY
2030,D. PERCY MORGAN
2031,JEROME ALVORD PECK
2032,J.J. RIKER
2033,WILLIAM H. RUSSELL
2034,JOHN RYAN
2035,WILLIAM SALOMON
2036,JOHN W. STERLING
2037,J. MAYHEW WAINWRIGHT
2038,FRANK H. RICHARDSON
2039,JAMES C. BELL
2040,WILLIAM H. ROGERS
2041,EDWARD EARL
2042,JOHN P. HUGGINS
2043,CHARLES H. KERNER
2044,HENRY C. MILLER
2045,SAMUEL R. WEED
2046,EDGAR McDONALD
2047,J.W. SEAMAN
2048,DABIEL V.B. HEGEMAN
2049,CARLL H. DE SILVER
2050,BENJAMIN T. FROTHINGHAM
2051,JAMES H. TAYLOR
2052,ANDREW T. SULLIVAN
2053,H.F. BURNS
2054,FRANCIS WEEKES
2055,A.D. BAIRD
2056,HERBERT F. GUNNISON
2057,WILLIAM E. HORWILL
2058,EDWARD T. HULST
2059,DITMAS JEWELL
2061,F.D. MOLLENHAUER
2062,JOST MOLLER
2063,HENRY ROTH
2064,CHARLES H. RUSSELL
2065,HENRY SEIBERT
2066,JAMES A. SPERRY
2067,EZRA B. TUTTLE
2068,F.W. WURSTER
2069,WILLIAM C. DUVALL
2070,NEILSON OLCOTT
2071,H.B. FONDA
2072,J.S. ALEXANDER
2073,"HENRY CHAPIN, JR."
2074,ALFRED H. CURTIS
2075,J. FREDERICK SWEASY
2076,HENRY BUDGE
2077,HENRY H. COOK
2078,DAVID H. HOUGHTALING
2079,LEONARD LEWISOHN
2080,FRANK K. STURGIS
2081,MAHLON D. THATCHER
2082,ROBERT M. THOMPSON
2083,OAKLEIGH THORNE
2084,W.M. VAN NORDEN
2085,MILES M. O'BRIEN
