   0068 ,  11 ,  0006861808.803333
   0087 ,  17 ,  0006848346.382411
   0161 ,  13 ,  0006655342.503057
   0092 ,  14 ,  0006365205.354870
   0104 ,  15 ,  0006309609.918750
   0210 ,  15 ,  0006068921.094914
   0023 ,  08 ,  0006063816.916667
   0017 ,  09 ,  0006063112.762778
   0059 ,  16 ,  0005794614.877091
   0171 ,  11 ,  0005312285.858763
   0120 ,  15 ,  0004948515.136175
   0113 ,  12 ,  0004535319.590000
   0163 ,  08 ,  0004360342.267143
   0082 ,  12 ,  0004099191.210000
   0193 ,  16 ,  0003370887.950000
   0201 ,  17 ,  0003202700.462605
   0053 ,  06 ,  0003103909.009474
   0055 ,  14 ,  0002928978.816667
   0205 ,  30 ,  0002258811.670000
   0070 ,  16 ,  0001885668.603873
   0052 ,  16 ,  0001661114.570000
   0038 ,  15 ,  0001206596.220000
   0103 ,  20 ,  0000895315.560000
