	 1 ,    2 , 1  
	 1 ,    3 , 1
     1 ,    4 , 1
     1 ,    5 , 1
     1 ,    7 , 1
     1 ,    9 , 1
     1 ,   10 , 1
     1 ,   11 , 1
     1 ,   12 , 1
     1 ,   13 , 1
     1 ,   14 , 1
     1 ,   15 , 1
     1 ,   17 , 1
     1 ,   18 , 1
     1 ,   20 , 1
     1 ,   23 , 1
     1 ,   24 , 1
     1 ,   25 , 1
     1 ,   27 , 1
     1 ,   29 , 1
     1 ,   26 , 1
     2 ,    3 , 1
     2 ,    4 , 1
     2 ,    7 , 1
     2 ,   10 , 1
     2 ,   11 , 1
     2 ,   12 , 1
     2 ,   14 , 1
     2 ,   18 , 1
     2 ,   23 , 1
     2 ,   24 , 1
     2 ,   25 , 1
     2 ,   27 , 1
     2 ,   29 , 1
     2 ,   26 , 1
     3 ,    4 , 1
     3 ,    5 , 1
     3 ,    6 , 1
     3 ,    7 , 1
     3 ,    8 , 1
     3 ,    9 , 1
     3 ,   10 , 1
     3 ,   11 , 1
     3 ,   12 , 1
     3 ,   13 , 1
     3 ,   14 , 1
     3 ,   15 , 1
     3 ,   18 , 1
     3 ,   19 , 1
     3 ,   20 , 1
     3 ,   21 , 1
     3 ,   22 , 1
     3 ,   23 , 1
     3 ,   24 , 1
     3 ,   25 , 1
     3 ,   27 , 1
     3 ,   29 , 1
     3 ,   26 , 1
     4 ,    5 , 1
     4 ,    9 , 1
     4 ,   10 , 1
     4 ,   11 , 1
     4 ,   15 , 1
     4 ,   17 , 1
     4 ,   18 , 1
     4 ,   23 , 1
     4 ,   24 , 1
     4 ,   29 , 1
     5 ,    6 , 1
     5 ,    8 , 1
     5 ,    9 , 1
     5 ,   10 , 1
     5 ,   13 , 1
     5 ,   15 , 1
     5 ,   16 , 1
     5 ,   17 , 1
     5 ,   18 , 1
     5 ,   19 , 1
     5 ,   20 , 1
     5 ,   21 , 1
     5 ,   22 , 1
     5 ,   28 , 1
     6 ,    1 , 1
     6 ,    7 , 1
     6 ,    8 , 1
     6 ,    9 , 1
     6 ,   10 , 1
     6 ,   11 , 1
     6 ,   13 , 1
     6 ,   14 , 1
     6 ,   15 , 1
     6 ,   16 , 1
     6 ,   19 , 1
     6 ,   20 , 1
     6 ,   21 , 1
     6 ,   22 , 1
     6 ,   27 , 1
     6 ,   28 , 1
     7 ,    4 , 1
     7 ,    8 , 1
     7 ,    9 , 1
     7 ,   10 , 1
     7 ,   12 , 1
     7 ,   14 , 1
     7 ,   15 , 1
     7 ,   16 , 1
     7 ,   17 , 1
     7 ,   18 , 1
     7 ,   19 , 1
     7 ,   20 , 1
     7 ,   23 , 1
     7 ,   24 , 1
     7 ,   25 , 1
     7 ,   27 , 1
     7 ,   28 , 1
     7 ,   29 , 1
     7 ,   26 , 1
     8 ,    9 , 1
     8 ,   10 , 1
     8 ,   13 , 1
     8 ,   15 , 1
     8 ,   16 , 1
     8 ,   18 , 1
     8 ,   19 , 1
     8 ,   20 , 1
     8 ,   21 , 1
     8 ,   22 , 1
     8 ,   28 , 1
     9 ,   10 , 1
     9 ,   13 , 1
     9 ,   15 , 1
     9 ,   16 , 1
     9 ,   17 , 1
     9 ,   18 , 1
     9 ,   19 , 1
     9 ,   20 , 1
     9 ,   21 , 1
     9 ,   22 , 1
     9 ,   29 , 1
    10 ,   11 , 1
    10 ,   13 , 1
    10 ,   20 , 1
    10 ,   21 , 1
    10 ,   22 , 1
    10 ,   29 , 1
    11 ,   14 , 1
    11 ,   16 , 1
    11 ,   21 , 1
    11 ,   22 , 1
    12 ,    4 , 1
    12 ,   10 , 1
    12 ,   11 , 1
    12 ,   14 , 1
    12 ,   18 , 1
    12 ,   23 , 1
    12 ,   24 , 1
    12 ,   25 , 1
    12 ,   27 , 1
    12 ,   29 , 1
    12 ,   26 , 1
    13 ,   11 , 1
    13 ,   21 , 1
    14 ,    4 , 1
    14 ,   10 , 1
    14 ,   13 , 1
    14 ,   15 , 1
    14 ,   18 , 1
    14 ,   20 , 1
    14 ,   21 , 1
    14 ,   23 , 1
    14 ,   24 , 1
    14 ,   25 , 1
    14 ,   27 , 1
    14 ,   29 , 1
    14 ,   26 , 1
    15 ,    2 , 1
    15 ,   10 , 1
    15 ,   12 , 1
    15 ,   17 , 1
    15 ,   18 , 1
    15 ,   19 , 1
    15 ,   20 , 1
    15 ,   21 , 1
    15 ,   22 , 1
    15 ,   24 , 1
    15 ,   25 , 1
    15 ,   27 , 1
    15 ,   28 , 1
    15 ,   29 , 1
    15 ,   26 , 1
    16 ,   13 , 1
    16 ,   20 , 1
    16 ,   21 , 1
    16 ,   22 , 1
    17 ,   10 , 1
    17 ,   11 , 1
    17 ,   18 , 1
    17 ,   19 , 1
    17 ,   24 , 1
    17 ,   28 , 1
    17 ,   29 , 1
    18 ,   10 , 1
    18 ,   11 , 1
    18 ,   13 , 1
    18 ,   16 , 1
    18 ,   21 , 1
    18 ,   22 , 1
    18 ,   23 , 1
    18 ,   24 , 1
    18 ,   25 , 1
    18 ,   27 , 1
    18 ,   28 , 1
    18 ,   29 , 1
    18 ,   26 , 1
    19 ,   10 , 1
    19 ,   13 , 1
    19 ,   16 , 1
    19 ,   18 , 1
    19 ,   20 , 1
    19 ,   21 , 1
    19 ,   22 , 1
    19 ,   28 , 1
    19 ,   29 , 1
    20 ,   11 , 1
    20 ,   18 , 1
    20 ,   21 , 1
    20 ,   22 , 1
    22 ,   13 , 1
    22 ,   21 , 1
    22 ,   29 , 1
    23 ,   10 , 1
    23 ,   15 , 1
    23 ,   16 , 1
    23 ,   19 , 1
    23 ,   20 , 1
    23 ,   24 , 1
    23 ,   25 , 1
    23 ,   27 , 1
    23 ,   29 , 1
    23 ,   26 , 1
    24 ,   10 , 1
    24 ,   11 , 1
    24 ,   25 , 1
    24 ,   29 , 1
    24 ,   26 , 1
    25 ,    4 , 1
    25 ,    6 , 1
    25 ,   10 , 1
    25 ,   27 , 1
    25 ,   29 , 1
    25 ,   26 , 1
    27 ,    4 , 1
    27 ,   10 , 1
    27 ,   11 , 1
    27 ,   21 , 1
    27 ,   22 , 1
    27 ,   24 , 1
    27 ,   29 , 1
    28 ,    1 , 1
    28 ,    3 , 1
    28 ,    9 , 1
    28 ,   11 , 1
    28 ,   13 , 1
    28 ,   16 , 1
    28 ,   21 , 1
    28 ,   22 , 1
    28 ,   24 , 1
    28 ,   26 , 1
    29 ,   11 , 1
    29 ,   13 , 1
    26 ,    4 , 1
    26 ,   10 , 1
    26 ,   11 , 1
    26 ,   13 , 1
    26 ,   27 , 1
    26 ,   29 , 1
