Id,Label,Director
783,FRANK H. PLATT,1
784,EDWIN WARFIELD,1
785,GEORGE L. GILLETTE,1
786,BERNHARD GREEFF,1
787,WILLIAM W. WEITLING,1
788,GEORGE W. GILLETTE,1
789,WILLIAM F. BUHL,1
790,FREDERICK GERBIG,1
791,F.W. GRELL,1
792,FRANK HUNOLD,1
793,HENRY KRAEMER,1
794,FERDINAND MARTENS,1
795,FREDERICK G. PAULY,1
796,EDWIN P. ROE,1
797,E.L. SCHILLER,1
798,A.D. SCHLESINGER,1
799,ALFRED H. SCHLESINGER,1
800,ALEXANDER WALKER,1
801,EDWIN W. ORVIS,1
802,WILLIAM C. DUNCAN,1
803,JAMES M. DONALD,1
804,R. FLEMING HANDY,1
806,JOHN J. HOPPER,1
807,AUGUSTUS W. KELLEY,1
808,JUDSON LAWSON,1
809,"GEORGE REUTER, JR.",1
810,CHARLES HERBERT SMITH,1
811,HENRY E. STEVENS,1
812,JOHN E. BORNE,1
813,RICHARD DELAFIELD,1
814,JAMES W. TAPPIN,1
815,EDMUND L. JUDSON,1
816,ARPAD S. GROSSMANN,1
817,PHILLIP S. BABCOCK,1
818,PERRY BELMONT,1
819,VERNON H. BROWN,1
820,FRANK CURTISS,1
821,L.C. DESSAR,1
822,JOHN S. DICKERSON,1
823,ANSON R. FLOWER,1
824,THEODORE W. MYERS,1
825,DANIEL O'DAY,1
826,LOWELL M. PALMER,1
827,GREORGE W. QUINTARD,1
828,GEORGE WARREN SMITH,1
829,WILLIAM T. WARDWELL,1
830,W. SEWARD WEBB,1
831,HENRY N. WHITNEY,1
832,JOSEPH FOX,1
833,WALTER S. GRIFFITH,1
834,CLEVELAND H. DODGE,1
835,SIMEON FORD,1
836,MYER S. ISAACS,1
837,MAX J. LISSAUER,1
838,LEWIS SEASONGOOD,1
839,JOHN W. HARDENBERGH,1
840,ROBERT S. ROSS,1
841,OSCAR L. GUBELMAN,1
842,WALTER E. AMMON,1
843,AUGUST BELMONT,1
844,C. LEDYARD BLAIR,1
845,WILLIAM BRINKERHOFF,1
846,JOHN D. CARSCALLEN,1
847,CORNELIUS C. CUYLER,1
848,JACOB J. DETWILLER,1
849,ROBERT M. JARVIS,1
850,WILLIAM B. JENKINS,1
851,C.H. KELSEY,1
852,GUSTAV E. KISSEL,1
853,HENRY LEMBECK,1
854,JAMES A. MACDONALD,1
855,FRANK J. MATHEWS,1
856,ALLAN L. McDERMOTT,1
857,JAMES G. MORGAN,1
858,N. THAYER ROBB,1
859,EDWIN A. STEVENS,1
860,BENJAMIN L. STOWE,1
861,EBEN B. THOMAS,1
862,MYLES TIERNEY,1
863,AUGUSTUS H. VANDERPOEL,1
864,JOHN J. VOORHEES,1
865,AUGUSTUS ZABRISKIE,1
866,OTTO T. BANNARD,1
867,WILLARD V. KING,1
868,HENRY E. AHERN,1
869,HENRY E. DABOLL,1
870,S. READING BERTRON,1
871,JAMES A. BLAIR,1
872,ROBERT W. DE FOREST,1
873,JOHN B. DENNIS,1
874,MARSHALL FIELD,1
875,WILLIAM JAY,1
876,FREDERIC B. JENNINGS,1
877,WALTER JENNINGS,1
878,HENRY S. KERR,1
879,JOHN J. MITCHELL,1
880,A. LANFEAR NORRIE,1
881,ROBERT OLYPHANT,1
882,CHARLES PARSONS,1
883,P.A. VALENTINE,1
884,MINOT C. KELLOGG,1
885,JAMES T. WOOD,1
886,JOSEPH G. ROBIN,1
887,ROBERT B. WALDO,1
888,CHARLES L. HEINS,1
889,ARTHUR H. WILLIAMS,1
890,GEORGE E. WALDO,1
891,LYMAN A. CHENEY,1
892,WIALLIAM P. RUDD,1
893,WILLIAM H. TEN EYCK,1
894,FREDERICK T. MARTIN,1
895,WILLIAM E. WILLIAMS,1
896,"WILLIAM H. BALDWIN, JR.",1
897,ALFRED C. BARNES,1
898,DAVID BINGHAM,1
899,JOHN M. BOWERS,1
900,LEONARD J. BUSBY,1
901,R.R. CABLE,1
902,HOWLAND DAVIS,1
903,M.B. FIELDING,1
904,WILLIAM F. HAVEMEYER,1
905,CLARENCE H. KELSEY,1
906,WILLIAM H. NICHOLS,1
907,WILLIAM RHINELANDER STEWART,1
908,CHARLES FRANCIS PHILLIPS,1
909,FRANK B. ROBINSON,1
910,WARREN L. SAWYER,1
911,JOSEPH G. DEANE,1
912,SILAS B. DUTCHER,1
913,J.W. HINKLEY,1
914,W.M. ROSS,1
915,WILLIAM T. WATSON,1
916,JAMES L. WOLCOTT,1
917,BENJAMIN H. HUNTINGTON,1
918,JAMES E. DEAN,1
919,J.L. MARCELLUS,1
920,R.W. BAINBRIDGE,1
921,F.A.M. BURRELL,1
922,HORACE C. DUVAL,1
923,FRANK S. JONES,1
924,JOHN E. LEECH,1
925,DAVID W. LEWIS,1
926,J.T.E. LITCHFIELD,1
927,WILLIAM McCARROLL,1
928,WILLIAM L. MOFFAT,1
929,LUDWIG NISSEN,1
930,SAMUEL ROWLAND,1
931,GEORGE H. SOUTHARD,1
932,N. TOWNSEND THAYER,1
933,JOHN TRUSLOW,1
934,WILLIAM H. WALLACE,1
935,JOHN MOLLENHAUER,1
936,JACOB F. HEALEY,1
937,WILLIAM P. STURGIS,1
938,HENRY GECKLER,1
939,C.M. LOWES,1
940,JOSEPH APPLEGATE,1
941,ELIJAH CABBLE,1
942,HORATIO G. CRAIG,1
943,FREDERICK V. DARE,1
944,ROBERT B. FERGUSON,1
945,ISAAC HICKS,1
946,H.F. MOLLENHAUER,1
947,GEORGE NICHOLS,1
948,COULSON SHEPHARD,1
949,HENRY J. VOGEL,1
950,AUGUSTUS WENZEL,1
951,JOHN HAFFEN,1
952,BRIAN G. HUGHES,1
953,HENRY W. NEUBECK,1
954,WILLIAM M. KERN,1
955,CHARLES W. BOGART,1
956,JAMES S. BRYANT,1
957,GEORGE E. EDWARDS,1
958,CHARLES P. FABER,1
959,JOHN FREES,1
960,BERNARD FRENCH,1
961,JOHN S. HANSON,1
962,JAMES M. LA COSTE,1
963,JOHN LANZER,1
964,GEORGE M. MACKELLAR,1
965,FRANK P. MOTT,1
966,ANTON RINSCHLER,1
967,JULES P. VALOIS,1
968,ANDREW MILLS,1
969,SAMUEL P. PATTERSON,1
970,DAVID J. TAFF,1
971,CHARLES MIEHLING,1
972,WILLIAM F. PATTERSON,1
973,BENJAMIN DE F. CURTISS,1
974,CHARLES T. GALLOWAY,1
975,SIDNEY W. HOPKINS,1
976,ABNER B. MILLS,1
977,CHARLES E. PELL,1
978,HENRY C. PERLEY,1
979,HENRY C. ROBINSON,1
980,JOHN A. TACKABERRY,1
981,JOHN TIEBOUT,1
982,ROBERT J. WRIGHT,1
983,FREDERICK ZITTEL,1
984,DARWIN R. JAMES,1
985,THOMAS J. ATKINS,1
986,LESTER W. BEASLEY,1
987,ALEX HUTCHINS,1
988,EUGENE F. BARNES,1
989,JAMES N. BROWN,1
990,CHARLES T. GEYER,1
991,WILLIAM A. GRAHAM,1
992,JOHN H. IRELAND,1
993,JOHN W. JAMES,1
994,R. J. OWENS,1
995,CHARLES A. PECK,1
996,STEPHEN M. RANDALL,1
997,JOHN H. ROWLAND,1
998,L.W. STOCKWELL,1
999,A.H. TOPPING,1
1000,HENRY VON GLAHN,1
1001,FREDERICK MIDDENDORF,1
1002,C. WASHINGTON COLYER,1
1003,DAVID HOPKINS,1
1004,LOUIS A. TRANBERG,1
1005,JOHN M. LINZ,1
1006,"GEORGE F. MIDDENDORF, JR.",1
1007,FRANK L. CAMM,1
1008,CLARENCE F. COLYER,1
1009,JOHN W. EARL,1
1010,FRED D. HART,1
1011,FRANK C. LANG,1
1012,JOHN W. NILES,1
1013,GEORGE W. PALMER,1
1014,RUDOLPH REIMER,1
1015,CHARLES H. WADSWORTH,1
1016,A.A. WEMMELL,1
1017,RAYMOND JENKINS,1
1018,DAVID BANKS,1
1019,ZENAS E. NEWELL,1
1020,CHARLES BANKS,1
1021,"DAVID BANKS, JR.",1
1022,JOSEPH ROGERS,1
1023,CHARLES FRAZIER,1
1024,HAMILTON R. SEARLES,1
1025,BRINKERHOFF MYERS,1
1026,CHARLES A. WHITNEY,1
1027,LOUIS W. SLOCUM,1
1028,GEORGE ABEEL,1
1029,J. WORRALL ARTHUR,1
1030,J. SINCLAIR ARMSTRONG,1
1031,WARREN C. BARBER,1
1032,CHARLES F. BASSETT,1
1033,WILLIAM G. HOOPLE,1
1034,HENRY T. NICHOLS,1
1035,CHARLES A. O'DONOHUE,1
1036,DICK S. RAMSEY,1
1037,HENRY L. SLOTE,1
1038,WILLIAM C. SMITH,1
1039,WILLIAM C. TABER,1
1040,NATHANIEL M. TERRY,1
1041,JOHN H. WAYDELL,1
1042,DANIEL W. WHITMORE,1
1043,RICHARD YOUNG,1
1044,LEWIS E. MEEKER,1
1045,J. PARKER SLOANE,1
1046,HOMER L. BARTLETT,1
1047,CHARLES L. SICARDI,1
1048,WILLIAM A. LOCKE,1
1049,JOHN BOSSERT,1
1050,CHARLES J. EDWARDS,1
1051,JAMES GASCOINE,1
1052,HENRY L. GAUS,1
1053,E.M. HENDRICKSON,1
1054,CHARLES JACOB,1
1055,PATRICK J. MENAHAN,1
1056,GEORGE E. MOULTON,1
1057,HENRY VOLLWELLER,1
1058,JOHN C. KELLEY,1
1059,FRANK JENKS,1
1060,WILLIAM J. BROWN,1
1061,TUNIS G. BERGEN,1
1062,HENRY BURN,1
1063,IRVING T. BUSH,1
1064,J.R. DONNELLY,1
1065,ALBRO J. NEWTON,1
1066,WILLIAM W. SPENCE,1
1067,HENRY STEERS,1
1068,EDWARD A. McALPIN,1
1069,GEORGE E. WEED,1
1070,CHARLES E. BROWN,1
1071,JOHN ENGLIS,1
1072,EDWIN A. McALPIN,1
1073,GEORGE L. McALPIN,1
1074,GEORGE W. QUINTARD,1
1075,WILLIAM ROWLAND,1
1076,JAMES McMAHON,1
1077,JAMES G. JOHNSON,1
1078,JOHN C. McCARTHY,1
1079,LOUIS V. O'DONOHUE,1
1080,MICHAEL E. BANNIN,1
1081,JOHN BYRNE,1
1082,FREDRICK R. COUDERT,1
1083,JOHN CRANE,1
1084,MICHAEL J. DRUMMOND,1
1085,JOHN GOOD,1
1086,JOSEPH P. GRACE,1
1087,JAMES McGOVERN,1
1088,THOMAS M. MULRY,1
1089,HERMAN RIDDER,1
1090,VINCENT P. TRAVERS,1
1091,ISAAC A. HOPPER,1
1092,GEORGE B. BROWN,1
1093,BRADLEY L. EATON,1
1094,ARTHUR T. TIMPSON,1
1095,CHARLES W. DAYTON,1
1096,SIMON ADLER,1
1097,JOHN BEAVER,1
1098,GEORGE H. BURFORD,1
1099,HENRY DIMSE,1
1100,JOHN B. JOHNSON,1
1101,JOHN H. LOOS,1
1102,WILLIAM MOORES,1
1103,GEORGE W. THOMPSON,1
1104,JOHN H. VAN TINE,1
1105,ARTHUR E. WOOD,1
1106,LEROY W. BALDWIN,1
1107,O.F. THOMAS,1
1108,WILLIAM J. ROOME,1
1109,JAMES C. GULICK,1
1110,EDWARD L. MERRIFIELD,1
1111,JOHN C. GRISWOLD,1
1112,A.L. ASHMAN,1
1113,WILLIAM H. BARRON,1
1114,JAMES H. BRESLIN,1
1115,HENRY D. BREWSTER,1
1116,ROBERT C. BROWN,1
1117,JOHN BURKE,1
1118,A.J. CAMMEYER,1
1119,GEORGE C. CURRIER,1
1120,HENRY DAZIAN,1
1121,JOHN C. GULICK,1
1122,R.J. HORNER,1
1123,JOSEPH J. LITTLE,1
1124,EDWIN S. MARSTON,1
1125,THOMAS J. BARNETT,1
1126,"SAMUEL SLOAN, JR.",1
1127,CORNELIUS R. AGNEW,1
1128,WILLIAM B. CARDOZO,1
1129,AUGUSTUS V. HEELY,1
1130,A.G. AGNEW,1
1131,WILLIAM WALDORF ASTOR,1
1132,EDWARD R. BACON,1
1133,ROBERT F. BALLANTINE,1
1134,W.S. BOGERT,1
1135,ROBERT C. BOYD,1
1136,HENRY HENTZ,1
1137,E.R. HOLDEN,1
1138,H. VAN RENSSELAER KENNEDY,1
1139,"D.H. KING, JR.",1
1140,DANIEL S. LAMONT,1
1141,FRANKLIN D. LOCKE,1
1142,STEPHEN S. PALMER,1
1143,"CHARLES A. PEABODY, JR.",1
1144,MOSES TAYLOR PYNE,1
1145,ARCHIBALD D. RUSSELL,1
1146,HENRY A.C. TAYLOR,1
1147,EDWARD H. PEASLEE,1
1148,FREDERICK FOWLER,1
1149,EWALD FLEITMANN,1
1150,THOMAS P. FOWLER,1
1151,B. AYMAR SANDS,1
1152,JACOB H. SCHRIFF,1
1153,ERIC P. SWENSON,1
1154,ALBERT P. WELLS,1
1155,FRANK A. SELLE,1
1156,I. SIMONSON,1
1157,A.G. CALDER,1
1158,ETHAN ALLEN DOTY,1
1159,CHARLES A. HULL,1
1160,THOMAS MERCHANT,1
1161,JOHN McCORMICK,1
1162,CHARLES W. TANDY,1
1163,"JAMES WEIR, JR.",1
1164,A.S. FRISSELL,1
1165,FRANK DEAN,1
1166,B.H. FANCHER,1
1167,JOHN B. DUTCHER,1
1168,"EDWARD H. PERKINS, JR.",1
1169,JAMES R. PLUM,1
1170,EDWARD A. PRICE,1
1171,RUSSELL SAGE,1
1172,CHARLES STEWART SMITH,1
1173,GARDINER WETHERBEE,1
1174,LEVI P. MORTON,1
1175,WILLIAM D. SLOANE,1
1176,CECIL D. LANDALE,1
1177,HERBERT H. SWASEY,1
1178,JAMES M. PRATT,1
1179,E.J. BERWIND,1
1180,CHAUNCEY M. DEPEW,1
1181,C.D. DICKEY,1
1182,ELBRIDGE T. GERRY,1
1183,J.C. HENDRIX,1
1184,FRANK TILFORD,1
1185,WILLIAM C. WHITNEY,1
1186,S. KELLY,1
1187,R.B. KELLY,1
1188,A. THOMPSON,1
1189,JOHN BYRNS,1
1190,JAMES EVERARD,1
1191,H.F. HUNTCHINSON,1
1192,WILLIAM N. ROBERTSON,1
1193,WILLIAM H. SEALCH,1
1194,DANIEL D. WYLIE,1
1195,JOHN G. JENKINS,1
1196,W.A. FIELD,1
1197,I. HAMBURGER,1
1198,JOHN J. COONEY,1
1199,MARSHALL S. DRIGGS,1
1200,JOSEPH HUBER,1
1201,THEODORE F. JACKSON,1
1202,FRANK JENKINS,1
1203,MORTIMER L. REYNOLDS,1
1204,JOHN W. WEBER,1
1205,CHAUNCEY BEDELL,1
1206,CARROLL F. NORTON,1
1207,THEODORE A. CARMAN,1
1208,FREDERICK INGRAHAM,1
1209,SIDNEY DILLION RIPLEY,1
1210,C.H. INGALLS,1
1211,J.F. EMMONS,1
1212,THEODORE H. SPRATT,1
1213,C.T. BARRETT,1
1214,ABRAM COLE,1
1215,"LOUIS DEJONGE, JR.",1
1216,E.A. DE LIMA,1
1217,C.C. EDDY,1
1218,KINTZING P. EMMONS,1
1219,EBERHARD FABER,1
1220,C.E. GRIFFITH,1
1221,JACOB I. HOUSMAN,1
1222,S.F. RAWSON,1
1223,F.L. RODEWALD,1
1224,JOHN WESTBROOK,1
1225,ORRIN S. WOOD,1
1226,H.C. FAHNESTOCK,1
1227,C.H. STOUT,1
1228,C.D. BACKUS,1
1229,W.G. SNOW,1
1230,H. FAHNESTOCK,1
1231,"GEORGE F. BAKER, JR.",1
1232,D. WILLIS JAMES,1
1233,WILLIAM H. MOORE,1
1234,J.P. MORGAN,1
1235,WILLIAM BROWN,1
1236,JOHN Z. LOTT,1
1237,JOHN H. DITMAS,1
1238,GUSTAVE A. JAHN,1
1239,EDMUND D. FISHER,1
1240,HENRY D. LOTT,1
1241,GEORGE M. BOARDMAN,1
1242,POMEROY BURTON,1
1243,WARREN CRUIKSHANK,1
1244,HENRY B. DAVENPORT,1
1245,EDMUND H. DRIGGS,1
1246,GEORGE M. HENDERSON,1
1247,F.W. HOLMES,1
1248,G.W. MAYNARD,1
1249,GEORGE A. NEEDHAM,1
1250,LEWIS E. PIERSON,1
1251,A.W. SCHMIDT,1
1252,ALEXANDER C. SNYDER,1
1253,WALTER L. TYLER,1
1254,JOSEPH DYKES,1
1255,E.V.W. ROSSITER,1
1256,GEORGE POPLE,1
1257,W.H.D. NIMMO,1
1258,LEON BARDENHEUER,1
1259,G. HOWLAND LEAVITT,1
1260,J. HOWARD LEVER,1
1261,ISREAL J. MERRITT,1
1262,FRED P. MORRIS,1
1263,THOMAS F. TUOHY,1
1264,D.L. VAN NOSTRAND,1
1265,"CHARLES A. WILLETS, JR.",1
1266,R. ROSS APPLETON,1
1267,GEORGE F. VAIL,1
1268,JOHN F. CARROLL,1
1269,IRVING C. GAYLORD,1
1270,LOUIS V. ENNIS,1
1271,RICHARD I. BREWSTER,1
1272,FRANK N. DOUBLEDAY,1
1273,P. HENRY DUGRO,1
1274,JOHN J. GIBBONS,1
1275,EDWARD B. JORDAN,1
1276,"F.W. KINSMAN, JR.",1
1277,CHARLES W. MORSE,1
1278,ALFRED PEATS,1
1279,FRED B. SCHENCK,1
1280,FRANK SEAMAN,1
1281,MORRIS E. STERNE,1
1282,ALBERT TURNER,1
1283,C.H. PATTERSON,1
1284,D.O. UNDERHILL,1
1285,WILLIAM S. OPDYKE,1
1286,ROBERT W. STUART,1
1287,RICHARD T. WILSON,1
1288,ARCHIBALD TURNER,1
1289,JOHN D. ROBINSON,1
1290,JOHN S. SILLS,1
1291,WILLIAM G. CONKLIN,1
1292,W.F. DEXTER,1
1293,J. EDGAR LEAYCRAFT,1
1294,JAMES VAN DYCK CARD,1
1295,JOSEPH H. CHAPMAN,1
1296,W.G. CONKLIN,1
1297,STUART DUNCAN,1
1298,WELCOME G. HITCHCOCK,1
1299,BERNARD KARSCH,1
1300,WILSON M. POWELL,1
1301,HOWARD C. SMITH,1
1302,FRANCIS C. TRAVERS,1
1303,WILLIAM H. VAN KLEECK,1
1304,CHARLES A. WALKER,1
1305,GATES D. FAHNESTOCK,1
1306,"C. HADDEN, JR.",1
1307,CLINTON W. LUDLUM,1
1308,JOSEPH E. BROWN,1
1309,GEORGE M. COLT,1
1310,HENRY C. HULBERT,1
1311,A.A. LOW,1
1312,FREDERICK W. MOSS,1
1313,WILHELMUS MYNDERSE,1
1314,GEORGE M. OLCOTT,1
1315,EDWIN PACKARD,1
1316,H.E. PIERREPONT,1
1317,GEORGE H. PRENTISS,1
1318,THOMAS E. STILLMAN,1
1319,SAMUEL WOOLVERTON,1
1320,GEORGE E. LEWIS,1
1321,HENRY I. BARBEY,1
1322,THOMAS DENNY,1
1323,T. ALBEUS ADAMS,1
1324,HAMMOND M. SHELVE,1
1325,H.F. MEEHAN,1
1326,FRANK FROMMEL,1
1327,GEORGE HOTCHKISS,1
1328,P.H. KEAHON,1
1329,C.H. KIMBALL,1
1330,J.H. KILLOUGH,1
1331,EDWARD SWANN,1
1332,W.H. GELSHENEN,1
1333,JAMES McCUTCHEON,1
1334,R.W. POOR,1
1335,W.L. DOUGLASS,1
1336,HARRY F. MORSE,1
1337,MORGAN J. O'BRIEN,1
1338,CHARLES T. WILLS,1
1339,CASIMIR TAG,1
1340,SAMUEL M. SCHAFER,1
1341,J.F. FREDERICHS,1
1342,OSCAR DRESSLER,1
1343,ANTONIO GONZALEZ,1
1344,HARMON W. HENDRICKS,1
1345,HENRY R. KUNHARDT,1
1346,ROBERT REUTTER,1
1347,HENRY ROCHOLL,1
1348,ALFRED ROELKER,1
1349,ALBERT TAG,1
1350,EDWARD N. TAILER,1
1351,FREDERICK VON BERNUTH,1
1352,CHARLES A. ZOEBISCH,1
1353,M.J. ADRIAN,1
1354,B.G. AMEND,1
1355,CHARLES L. ADRIAN,1
1356,E.F. SWANBERG,1
1357,JOSEPH M. ADRIAN,1
1358,AUKE DOOPER,1
1359,SOLOMON MEHRBACH,1
1360,S. NIEWENHOUS,1
1361,THOMAS ROTHMANN,1
1362,JOSEPH SCHAEFFLER,1
1363,GEORGE STORM,1
1364,HENRY WEILER,1
1365,JULIUS W. BRUNN,1
1366,A. KOPPEL,1
1367,G.F. AMTHOR,1
1368,ADOLPH REPPERT,1
1369,FREDERICK PFAFF,1
1370,FRITZ ACHELIS,1
1371,HUBERT CILLIS,1
1372,CARL GOEPEL,1
1373,GEORGE GUDEWILL,1
1374,ADOLF KUTTROFF,1
1375,KARL MEISSNER,1
1376,OGDEN MILLS,1
1377,MAX A. MOSLE,1
1378,EDWARD C. SCHAEFER,1
1379,HUGO SCHUMANN,1
1380,ERNEST STEIGER,1
1381,REINHARD SIEDENBURG,1
1382,WILLIAM S. TOD,1
1383,R. VAN DER EMDE,1
1384,GEORGE F. VIETOR,1
1385,C.A. ZOEBISCH,1
1386,OSCAR F. ZOLLIKOFFER,1
1387,GEORGE S. BISHOP,1
1388,WILLIAM DICK,1
1389,THEOBALD ENGELHARDT,1
1390,JOHN L. GAUS,1
1391,J.A. MOLLENHAUER,1
1392,FREDERICK ROEMMELE,1
1393,BENJAMIN W. WILSON,1
1394,WILLIAM ZECHIEL,1
1395,HENRY W. SCHMIDT,1
1396,CHARLES A. KING,1
1397,LOFTIN LOVE,1
1398,T. HENRY COOK,1
1399,LOUIS P. BACH,1
1400,BERNHARD BEINECKE,1
1401,EDWARD BENNECHE,1
1402,DANIEL BRUBACHER,1
1403,OTTO M. EIDLITZ,1
1404,ASHBEL P. FITCH,1
1405,GUSTAV L. JAEGER,1
1406,GUSTAV LINDENMEYR,1
1407,HENRY E.G. LUYTIES,1
1408,GEORGE E. MOTT,1
1409,JOHN RHEINFRANK,1
1410,AUGUSTUS KURTH,1
1411,P.H. REPPENHAGEN,1
1412,FRED KOCH,1
1413,JULIUS LECHRENKRAUSS,1
1414,HERMAN LINS,1
1415,W. RASMUS,1
1416,JOHN G. STEENKEN,1
1417,WILLIAM D. VEEDER,1
1418,CHARLES J. OBERMAYER,1
1419,VAN MATER STILWELL,1
1420,THOMAS MURPHY,1
1421,LYNN H. SHANKS,1
1422,"MILO M. BELDING, JR.",1
1423,ALLAN BOWIE,1
1424,ALEXANDER G. CALDER,1
1425,CHARLES S. DEVOY,1
1426,MICHAEL FURST,1
1427,ALBERT C. HENCKEN,1
1428,JOHN HOAGLAND,1
1429,W.J. MAXWELL,1
1430,CHARLES RUSTON,1
1431,CHANNING STEBBINS,1
1432,W.F. VANDEN HOUTEN,1
1433,TIMOTHY PERRY,1
1434,E.A. WALKER,1
1435,ADRIAN MESEROLE,1
1436,R.J. WHITTEMORE,1
1437,PETER BURDEN,1
1438,NIKOLAS DROGE,1
1439,HENRY DUCKER,1
1440,JOHN D. FELTER,1
1441,L. JURGENS,1
1442,DONALD A. MANSON,1
1443,JAMES ROLLINS,1
1444,CHARLES REYNOLDS,1
1445,EPHRAIM A. WALKER,1
1446,JOHN S. McLEAN,1
1447,WILLIAM A. HAWES,1
1448,FRANK HAMMOND,1
1449,ALBERT G. BOGERT,1
1450,E.W. DURKEE,1
1451,S.A. McLEAN,1
1452,ALFRED P. SLOAN,1
1453,PETER A. WELCH,1
1454,JOHN WILSON,1
1455,B. OGDEN CHISOLM,1
1456,JAMES QUINLAN,1
1457,J. HAMPDEN ROBB,1
1458,JOHN A. STEWART,1
1460,ALFRED L. WHITE,1
1461,LUCIUS K. WILMERDING,1
1462,WALTER G. OAKMAN,1
1463,GEORGE R. TURNBULL,1
1464,HENRY A. MURRAY,1
1465,E.C. HUBBARD,1
1466,WILLIAM C. EDWARDS,1
1467,F.C. HARRIMAN,1
1468,JOHN GAULT,1
1469,R.C. NEWTON,1
1470,FREDERIC CROMWELL,1
1471,WALTER R. GILLETTE,1
1472,R. SOMERS HAYES,1
1473,ALEXANDER E. ORR,1
1474,HENRY H. ROGERS,1
1475,H. McK. TWOMBLY,1
1476,FREDERICK W. VANDERBILT,1
1477,HARRY PAYNE WHITNEY,1
1480,FREDERICK D. IVES,1
1481,JESSE C. JOY,1
1482,CYRUS CLARK,1
1483,MARTIN D. FINK,1
1484,WILLIAM S. GRAY,1
1485,JOHN J. LAPHAM,1
1486,BERNARD LOTH,1
1487,WILLIAM A. MARTIN,1
1488,EDWIN S. SCHENCK,1
1489,JOHN J. SPERRY,1
1490,JULIUS W. TIEMANN,1
1491,LUCIEN C. WARNER,1
1492,WILLIAM BERRI,1
1493,JOSEPH B. WHITE,1
1494,GEORGE HADDEN,1
1495,LUCIUS H. BIGLOW,1
1496,EZRA D. BUSHNELL,1
1497,WILLIAM H. DAVOL,1
1498,PATRICK H. FLYNN,1
1499,JOHN R. HEGEMAN,1
1500,W.C. HUMSTONE,1
1501,JOHN C. McGUIRE,1
1502,EUGENE F. O'CONNOR,1
1503,THOMAS E. PEARSALL,1
1504,TIMOTHY L. WOODRUFF,1
1505,JAMES T. WOODWARD,1
1506,WILLIAM LOGAN,1
1507,WILLIAM I. LIGHTHIPE,1
1508,ELMER E. WHITTAKER,1
1509,ALEXANDER D. CAMBELL,1
1510,HENRY R. CARSE,1
1511,WILLIAM BARBOUR,1
1512,MARTIN S. FECHHEIMER,1
1513,EDWARD KING,1
1514,CHARLES H. MARSHALL,1
1515,BENJAMIN PERKINS,1
1516,JOHN S. PHIPPS,1
1517,WILLIAM ROCKEFELLER,1
1518,ELIJAH P. SMITH,1
1519,JAMES HENRY SMITH,1
1520,CHARLES B. TOOKER,1
1521,MICHAEL DUFF,1
1522,T. CRAWFORD,1
1523,L. HOMER HART,1
1524,JOHN J. BELL,1
1525,WILLIAM H. CALDWELL,1
1526,THOMAS CRAWFORD,1
1527,GRANVILLE F. DAILEY,1
1528,GEORGE FENNELL,1
1529,AUGUSTUS GAREISS,1
1530,ISRAEL C. JONES,1
1531,WILLIAM B. REED,1
1532,WILLIAM SOMERVILLE,1
1533,WILLIAM E. TROTTER,1
1534,RICHARD WEBBER,1
1536,THOMAS KECK,1
1537,CLARENCE FOOTE,1
1538,S.P. MENDEL,1
1539,WILLIAM J. MOFFAT,1
1540,GEORGE F. PERKINS,1
1541,G.W. BUTTS,1
1542,H.V. MEEKS,1
1543,J.H.P. REILLY,1
1544,JAMES R. FERENS,1
1545,F.W. HILLE,1
1546,WILLIAM BRAUNSTEIN,1
1547,JOHN CLAFLIN,1
1548,R.E. GALBRAITH,1
1549,WILLIAM P. HAMILTON,1
1550,G.F. SAUER,1
1551,HAMILTON V. MEEKS,1
1552,AUGUSTUS A. RICH,1
1553,E.A. STEVENS,1
1554,E. TOWNSEND,1
1555,H.H. POWELL,1
1556,G.H. HULIN,1
1557,GEORGE H. BLISH,1
1558,JOHN ARBUCKLE,1
1559,HENRY R. ICKELHEIMER,1
1561,RANDOLPH W. TOWNSEND,1
1562,EDWARD VAN VOLKENBURGH,1
1563,ANTONY WALLACH,1
1564,FRANK M. HURLBUT,1
1565,EGERTON L. WINTHROP,1
1566,WILLIAM H. ROCKWOOD,1
1567,JOHN T. WEEKS,1
1568,EUGENE DELANO,1
1569,WILLIAM GREENOUGH,1
1570,CHESTER GRISWOLD,1
1571,WILLIAM DE FOREST HAYNES,1
1572,FRANK B. KEECH,1
1573,HEWLETT SCUDDER,1
1574,CHARLES G. THOMPSON,1
1575,ISAAC TOWNSEND,1
1576,FREDERIC S. WELLS,1
1577,EDWARD F. CRAGIN,1
1578,H. HARDY,1
1579,JOHN HUBBARD,1
1580,J.B. LEE,1
1581,JAMES W. ALEXANDER,1
1582,JULES S. BACHE,1
1583,J.M. CEBALLOS,1
1584,GEORGE CROCKER,1
1585,H.C. FRICK,1
1586,ABRAM S. HEWITT,1
1587,H.E. HUNTINGTON,1
1588,JOHN B. JACKSON,1
1589,LUTHER KOUNTZE,1
1590,HENRY S. MANNING,1
1591,JOHN J. McCOOK,1
1592,H.P. McINTOSH,1
1594,A.W. PAIGE,1
1595,H.S. ROGERS,1
1596,R.A.C. SMITH,1
1597,CHARLES H. FANCHER,1
1598,CHARLES F. MATTLAGE,1
1599,SAMUEL S. CONOVER,1
1600,BENJAMIN F. WERNER,1
